208,선생님과 함께 읽는 수난 이대,전국국어교사모임,28,04,06,학년필독서 / 징용에 끌려갔다 왼팔을 잃은 박만도가 6.25전쟁에서 한 쪽 다리를 잃고 돌아온 아들 진수를 업고 집으로 돌아오는 이야기다.
209,섬소년,이정아,01,04,05,"학년필독서 /  장애인의 노동 착취 시설임이 들통 난후 아버지는 감옥에, 어머니는 섬을 떠나 홀로 섬에 남은 용태의 외로운 하루가 과거에 있었던 사건과 교차되며 서술되는 그림책이다."
210,성냥팔이 소녀,안데르센,02,02,01," / "
211,세계를 움직이는 국제기구,박동석,18,04,06,학년필독서 / 세계 곳곳에서 일어나는 심각한 갈등이나 문제를 조정하기 위해 만들어진 국제기구들의 역할을 살펴본댜.
212,세계시민수업 환경 정의,장성익,32,04,05,"학년필독서 / 인간과 자연, 사회를 아우르는 관점에서 세계 곳곳에서 일어나는 환경 문제를 정의하는 이야기이다."
213,세상을 돌고 도는 놀라운 물의 여행,맬컴 로즈,19,01,03,국어3-1 가~r~n일부 수록~r~n5단원 / 물에 대한 기초적인 지식부터 어른들도 접하기 힘들었던 상하수도의 구조까지 다양한 물의 이야기가 들어있다.
214,세상을 밝힌 천사 플로렌스 나이팅게일,심윤정,09,03,02," / "
215,세종대왕,김선희,09,01,01," / "
216,"세종대왕, 세계 최고의 문자를 발명하다",이은서,09,01,04,국어4-1 나~r~n일부 수록~r~n9단원 /  어린 시절 책벌레로 유명했던 세종이 22세에 조선의 네 번째 임금이 되어 훈민정음을 만들기까지의 이야기를 담고 있다.
217,셰익스피어 4대 비극,셰익스피어,02,04,06,"학년필독서 / 딸의 진심을 몰라보고 스스로 비극을 자초한 어리석은 리어왕, '죽느냐, 사느냐 그것이 문제로다'의 주인공 햄릿 등 흥미진진하면서도 무게감 있는 이야기이다."
218,소가 된 게으름뱅이,한은선,03,01,02," / "
219,소금을 만드는 맷돌,홍윤희,03,01,01," / "
220,소나기,황순원,28,01,06,국어6-1 가~r~n제목 수록~r~n2단원 / 도시 소녀와 산골 소년의 사랑이야기다.
221,소똥 밟은 호랑이,박민호,01,01,03,국어 3-1 가~r~n일부 '01~r~n독서단원 / 호랑이가 등장하는 옛날 이야기를 모아놓은 책으로 호랑이를 통해 다양한 교훈을 들려준다.
222,속담 하나 이야기 하나,임덕연,01,01,06,국어 6-1 가 / 속담의 유래가 된 이야기를 찾거나 속담의 어원을 찾는 등 역사적인 사실 속에서 생겨난 역사적 속담 이야기이다.
223,손 큰 통 큰 김만덕,정하섭,09,01,01," / "
224,솔이의 추석 이야기,이억배,01,01,01," / "
225,송아지가 뚫어 준 울타리 구멍,손춘익,01,01,04,"국어4-2 가~r~n일부 수록~r~n4단원 / 9편의 각각 동화에는 재미있는 동물 모습의 유래와 자연의 이치, 이웃을 대하는 따뜻함이 담겨 있다."
226,쇠를 먹는 불가사리,임연기,03,01,02," / "
227,수상한 아파트,박현숙,01,04,05,"학년필독서 / 6학년 여름방학, 엄마 아빠와 떨어져 지내게 된 여진이가 혼자 사는 사람들을 위해 지은 고모네 아파트에 머물게 되면서 겪는 이야기이다."
228,수원화성과 정약용,이정범,09,04,06,학년필독서 / 조선 후기의 개혁과 실학을 대표했던 두 사람의 만남과 생애를 그리고 있다.
229,수일이와 수일이,김우경,01,01,05,국어5-1 가 ~r~n일부 수록 ~r~n2단원 /   학원에 가기 싫었던 수일이가 또 다른 수일이를 만들어 낸 뒤 벌어지는 이야기이다.
230,수탉이 알을 낳았대,윤영선,01,04,05,"학년필독서 / 맹독을 지닌 바실리스크가 맹독을 자유자재로 조절하게 되면서, 달빛초원을 구하는 이야기이다."
231,숨 쉬는 도시 꾸리찌바,안순혜,06,01,03,"국어활동3-2~r~n일부 수록~r~n8단원 / 주인공 환이는 도시계획가인 아빠를 따라 브라질의 생태도시인 꾸리찌바를 다녀온다. "
232,숭례문 할아버지,허순영,01,04,05,"학년필독서 / 말도 많고 탈도 많았던 숭례문이지만 많은 사람들의 노력과 소망으로 다시 돌아온 숭례문에 관한 이야기이다. "
233,숲 속 재봉사의 꽃잎드레스,최항랑,01,02,01," / "
234,"숲속 재봉사 ",최향량,01,01,01," / "
235,"스무 냥, 서른 냥",정명숙,03,01,02," / "
236,스스로,신수지,01,02,01," / "
237,시큰둥이 고양이,소피 블랙올,01,02,02," / "
238,시튼 동물기,어니스트 톰슨 시튼,02,02,03," / "
239,신기한 그림 족자,이영경,04,01,04,국어활동4-1~r~n전문 수록  5단원 /  조선시대에 신기한 도술을 익혀 착한 백성을 돕고 나쁜 벼슬아치를 혼내주던 전우치의 일화 중 그림족자 편을 담은 그림책이다.
240,신기한 독,홍영우,03,01,02," / "
241,신데렐라,"달리는곰셋 기획팀 ",02,01,02," / "
242,신발 신은 강아지,고상미,01,01,02," / "
243,신통방통 고려청자,한화주,01,01,05,국어5-1 나 ~r~n전문 수록 ~r~n9단원 /  박물관 견학이 지겨웠던 대찬이가 고려시대로 시간여행을 다녀온 후 청자에 깃든 정성과 그 아름다움을 깨닫는 이야기이다.
244,심청전,유은실,04,01,03,"국어3-1 나~r~n표지 수록~r~n9단원 / 청이는 시각장애인인 아버지의 눈을 고치기 위해 제물이 된다. 기적적으로 다시 살아난 청이는 임금의 눈에 띄고 왕비가 되어 아버지를 모시고 행복하게 산다. "
245,심청전,홍윤희,03,02,03," / "
246,아기 돼지 삼형제,김이경,02,03,01," / "
247,아낌없이 주는 나무,쉘 실버스타인,01,01,03,국어 3-2 / 한 소년에게 자신이 가진 모든 것을 내어 주는 나무의 이야기이다.
248,아낌없이 주는 나무,쉘 실버스타인,05,03,02," / "
249,아는 길도 물어 가는 안전 백과,이성률,06,01,04,"국어활동4-1~r~n일부 수록~r~n10단원 /  생활 속 위험 요소들과  예방법, 대처방법 등 안전을 지키기 위해 어린이가 스스로 알아야 할 담은 책이다."
250,아드님 진지 드세요,강민경,01,01,03,국어활동3-1~r~n일부 수록~r~n3단원 / 예의 없는 범수를 변화시키기 위해 가족들이 범수에게 존댓말을 쓴다. 범수는 기분이 좋았지만 곧 마음의 불편함을 느끼고 자신의 행동을 바로 잡는다.
251,아름다운 꼴찌,이철환,01,01,04,국어4-2 나~r~n일부 수록~r~n7단원 /  약한 몸으로 마라톤을 완주하려하는 아들을 응원하기 위해 묵묵히 마라톤 경주를 했던 아버지의 사랑을 그림책으로 엮었다.
252,아멜리아 에어하트,이사벨 산체스 베가라,09,03,01," / "
253,아무도 모를거야 내가 누군지,김향금,01,01,03,"국어3-2~r~n제목 수록~r~n7단원 / 주인공 건이는 시골에 사는 조부모님집에 한 달간 있게 된다. 조부모님 방안에는 다양한 탈이 있는데 건이가 탈들을 써보며 탈에 맞는 행동을 한다. "
254,"아빠 셋, 꽃다발 셋",국지승,01,02,01," / "
255,아빠가 아플 때,한라경,01,01,01," / "
256,아빠의 브이 사인,소마 고헤이,01,02,01," / "
257,아씨방 일곱동무,이영경,03,02,02," / "
258,아인슈타인 아저씨네 탐정 사무소,김대조,19,01,03,국어활동 3-2 / 아인슈타인 아저씨와 영롱이가 시계를 찾는 과정 속에서 자연과학의 기본 개념을 담은 이야기이다.
259,아주 무서운 날,탕무니우,05,01,01," / "
260,아주 바쁜 입,신순재,07,02,02," / "
261,아주 특별한 우리 형,고정욱,01,04,05," 추천도서 / 외아들인줄 알았던 종민이는 갑작스럽게 형 종식이의 존재를 알게 되면서 벌어지는 이야기이다. 종식이는 뇌성마비로 몸이 불편하지만 밝고 따뜻한 마음으로 마음에 장애가 있는 주변 사람들의 생각을 바꿔간다."
262,아파트에서 기린을 만난다면?,최종욱,30,04,06,"학년필독서 / 수의사만 알 수 있는 비밀스럽고도 흥미진진한 동물 이야기이다. "
263,아프리카의 오강가 슈바이처,채종임,09,01,02," / "
264,"아홉 살 마음 사전 ",박성우,01,01,02," / "
265,악어와 악어새,김미애,01,03,01," / "
266,안네의 일기,안네 프랑크,02,01,06,국어6-2 나~r~n일부 수록~r~n연극 단원 / 제2차 세계 대전 당시 독일군을 피해 숨어 살아야 했던 유대인 소녀 안네 프랑크의 일기다.
267,"안녕, 나는 경주야",이나영,18,04,05,"학년필독서 /  천년의 고도 경주 이야기를 알려주는 경주 가이드북, 그림과 사진으로 읽는 경주 여행정보 이야기이다."
268,"안녕, 나는 서울이야",이나영,18,04,05,학년필독서 /  조선 500년을 이어 지금의 대한민국까지 수도를 삼은 서울에 숨겨진 이야기를 들려주는 여행정보를 담고 있다.
269,안데르센 동화,한스 크리스찬 안데르센,02,02,03," / "
270,안중근,송재진,09,04,03,"학년필독서 / 일본에게 나라를 빼앗겼던 시기, 독립투사 안중근이 어떤 마음으로 이토히로부미를 저격했는지을 알려준다."
271,알고 보니 내 생활이 다 과학!,"김해보, 정원선",19,01,04,국어 4-1 나 / 우리가 살아가는 생활 속의 재미있고 신기한 과학의 원리를 담은 이야기이다.
272,알고싶어 드론,상상력놀이터,19,04,05,"학년필독서 /  촬영부터 배달, 응급 드론까지 다양한 영역에서 활용되는 드론에 대한 입문용 도서이다."
273,알과 씨앗,김동광,19,04,03,학년필독서 / 모든 생명의 근원인 알과 씨앗에 대해 배운다.
274,알라딘과 요술램프,앙투안 갈랑,02,03,01," / "
275,알리키 인성교육1 감정,알리키,01,01,03,"국어활동 3-2~r~n그림 '01~r~n6단원 / 인성교육의 가장 기본이 되는 감정을 파악하고 남을 배려하는 마음을 알려주는 책이다. "
276,알사탕,백희나,01,02,01," / "
277,"야옹이야, 나야?",허은미,01,02,01," / "
278,"얍, 감기야 덤벼라!",케이트 로언,07,02,01," / "
279,양순이네 떡집,김리리,01,02,03," / "
280,양파의 왕따일기,문선이,01,04,04,학년필독서 /  미희를 중심으로 한 ‘양파’ 의 민낯을 알게 된 잘못된 친구 관계를 깨닫고 용기를 가지게 된다는 이야기이다.
281,"어디 갔을까,쓰레기",이욱재,01,02,02," / "
282,어른이 되는 날,유다정,01,01,03,국어 3-2 나~r~n제목 '01~r~n7단원 / 게으른 금동이를 변화시키려 부모님은 어른이 되면 한양에 갈 수 있다고 이야기 한다. 이후 금동이는 개과천선을 하여 올바른 어른으로 성장한다.
283,어리석은 개,이솝,02,01,02," / "
284,어린왕자,생텍쥐페리,02,01,05,"국어5-1 가 ~r~n제목 수록 ~r~n독서 단원 /  장미와 다투고 지구별 여행을 온 어린왕자가 다양한 사람들과 뱀, 여우, 비행사를 만나며 삶의 비밀을 깨달아간다는 작품이다."
285,어린왕자,생텍쥐페리,02,03,01," / "
286,어린이를 위한 바보빅터,호아킴 데 포사다,01,04,06,"학년필독서 / 말을 더듬고 행동이 느려 바보라고 놀림 받는 빅터가 로라를 만나 스스로 천재임을 깨닫고 발전을 이루는 내용이다. "
287,어린이를 위한 햄릿,윌리엄 셰익스피어,02,04,05,학년필독서 /  아버지가 삼촌에게 독살 당한 후 왕위와 왕비까지 빼앗겼음을 안 덴마크의 왕자 햄릿의 갈등과 복수의 이야기이다.
288,어린이와 청소년을 위한 독도 백과사전,마술연필,18,01,06,국어6-1 가~r~n사진 수록~r~n3단원 / 질문을 통해 독도에 대한 정보를 다채롭고 흥미롭게 풀어낸 책이다.
289,어머니의 이슬털이,이순원,01,01,04,국어4-2 가~r~n일부 수록~r~n7단원 /  멀리 떨어진 학교에 다니는 아들이 안쓰러워 산길을 앞장서서 걸어가며 이슬을 털어주는 어머니의 사랑을 담은 그림책이다.
290,어슬렁어슬렁 동네 관찰기,이해정,01,02,02," / "
291,"언어 예절, 이것만은 알아 둬!",박현숙,01,01,03,국어 3-2 나~r~n제목 '01~r~n7단원 / 생활 속에서 바른 언어를 깨치기 위해 주인공 나미를 내세워 다양한 상황에서 어떤 말을 사용해야 하는지 알려준다.
292,언제나 칭찬,류호선,01,01,02," / "
293,엄마 찾아 삼만 리,에드몬드 데 아미치스,04,02,03," / "
294,엄마가 수놓은 길,재클린 우드슨,01,02,02," / "
295,엄마에게,서진선,11,02,02," / "
296,엉뚱한 꼬마 화가 김홍도,김경희,09,02,01," / "
297,여름이 반짝,김수빈,01,04,06," / 누군가에게는 둘도 없는 친구였으며, 누군가에게는 잠깐 같은 반 친구였던 유하의 죽음을 계기로, 아이들이 불가항력의 경계를 넘어 다시 만나고 제대로 작별하고 성장의 한 마디를 넘어가는 이야기이다."
298,여우와 두루미,엄혜숙,02,01,01," / "
299,여우의 화원,이병승,01,04,06,학년필독서 / 우리 모두가 꼭 지켜야 할 ‘약속’에 관한 이야기이다.
300,여자는 곤충을 좋아하면 안되나요?,크리스틴 에반스,06,02,02," / "
301,열두 띠 이야기,한진아,03,03,01," / "
302,열두 사람의 아주 특별한 동화,송재찬 외,01,01,06,"국어6-2 가~r~n일부 수록~r~n1단원 / 힘들고 어려운 일을 묵묵히 하고 있는 열두 사람을 소개하며 남을 위해 자신을 희생하는 사람이 있기에 사회가 움직이는 것을 보여준다. "
303,열두살에 부자가 된 키라,보도 섀퍼,01,04,05,학년필독서 /  빚이 많은 부모님을 보면서 부자를 꿈꿔온 키라는 '머니'에게 소원을 이룰 수 있는 방법을 배우게 되고 주변의 도움으로 결국 꿈을 이루게 된다.
304,열하일기,손주현,04,01,06,국어6-2 나~r~n일부 수록~r~n5단원 / 연암 박지원이 청나라에 다녀온 후에 작성한 견문록이다. 박지원의 실학사상을 볼 수 있다.
305,염소 두 마리,이솝,02,01,01," / "
306,오늘 내 기분은…,메리앤 코카-레플러,01,01,02," / "
307,오늘은 내가 선생님,이진용,01,02,02," / "
308,오늘은 칭찬받고 싶은 날,제니퍼k.만,01,02,02," / "
309,"오른발, 왼발",토미 드파올라,05,03,01," / "
310,오빠한테 질 수 없어,채인선,01,02,02," / "
311,오세암,정채봉,01,01,04,국어 4-2 가 / 다섯 살 어린 아이가 부처님이 되었다는 전설을 가진 암자 '오세암'을 비롯해 총 13편의 동화가 실려 있다.
312,오즈의 마법사,엘 프랭크 바,02,02,03," / "
313,오즈의 마법사,프랭크 바움,02,03,01," / "
314,오즈의 마법사,프랭크 바움,02,04,05,학년필독서 /  회오리 바람을 타고 오즈로 날아간 도로시가 친구들과 모험을 한 후 집으로 돌아오는 내용을 담고 있다.
315,오직 백성뿐인 정약용,김세실,09,03,01," / "
316,옥수수 왕 납시오!,이영주,25,01,04,국어 4-3 가~r~n제목 수록~r~n독서단원 /  그저 간식거리로만 생각했던 옥수수를 두고 ‘옥수수의 고향은 어디일까? 다른 나라 사람들은 옥수수를 어떻게 먹을까? 옥수수는 1년에 얼마만큼 재배될까?’ 등 옥수수로 다양한 이야기를 풀어본다.
317,온 세상 국기가 펄럭펄럭,서정훈,18,01,03,"국어3-1 나~r~n전문 수록~r~n7단원 / 국기에 담긴 많은 뜻에 대해 알려준다. "
318,온양이,선안나,01,04,04,"학년필독서~r~n2015개정~r~n6학년 1학기~r~n국어(나) /  만삭인 어머니와 어린 두 형제는 흥남부두에서 겨우 배를 얻어 타고 피란하게 된다. 그리고 그 배에서 동생이 태어난다는 내용이다. "
319,옹고집전,박철,04,01,04,국어 4-2 가~r~n제목 수록~r~n독서단원 /  심술이 고약한 옹고집의 성격을 고치기 위해 학대사가 도술을 부려 옹고집과 똑같은 사람을 만든다는 내용으로 결국 옹고집은 자신의 잘못을 뉘우친다.
320,왕가리 마타이,윤해윤,09,01,06,"국어6-1 나~r~n일부 수록~r~n8단원 / 나무들의 어머니라 불리는 케냐의 환경운동가 왕가리 마타이의 생애를 그린 책이다. "
321,요술 맷돌,김세실,03,01,01," / "
322,욕심쟁이 딸기 아저씨,김유경,01,01,02," / "
323,우렁이 각시,소중애,03,01,01," / "
324,우리 엄마 김광남전,양연주,01,04,05,학년필독서 /  이름 없이 누구의 엄마로 불리는 엄마의 소원은 자신의 이야기가 담긴 위인전 갖기. 책을 만들기 위해 엄마의 인생 이야기를 듣게 되는 이야기이다.
325,우리 엄마는 회사에 다녀요,박선미,01,01,03,국어3-1 나~r~n표지 '01~r~n7단원 / 회사로 바쁜 엄마를 이해하며 인형과 열심히 놀지만 별이는 마음 한켠으로는 외로움을 느낀다. 인형과 이야기를 하면서 별이는 엄마를 이해하게 되고 엄마도 별이의 마음을 이해하며 잘 지낸다.
326,우리 여자도 할 수 있어요,소피 구리옹,01,02,01," / "
327,우리 우리 설날은,임정진,01,02,01," / "
328,우리 조상들은 얼마나 책을 좋아했을까?,마술연필,09,01,04,"국어활동4-2~r~n일부 수록~r~n6단원 /  소문난 책벌레였던 9명의 조상들(세종대왕, 정약용, 허균, 김득신, 이덕무, 신사임당 등)의 일화를 소개한 책이다."
329,우리는 보통가족입니다,김응,01,02,02," / "
330,우리는 친구,앤서니 브라운,05,02,01," / "
331,우리들의 일그러진 영웅,이문열,01,04,06,"학년필독서 / 초등학교를 배경으로 독재, 권력의 형성과 붕괴의 모습을 풍자적으로 보여주는 책이다. "
332,운수 좋은 날,현진건,28,04,06,"학년필독서 / 가난한 인력거꾼 김첨지의 하루 동안의 일상을 그린 작품이다. "
333,운영전,조현설,01,04,06,학년필독서 / 안평대군의 궁녀 운영과 김진사의 허락되지 않는 운명적인 사랑 이야기이다.
334,원숭이 오누이,채인선,01,01,02," / "
335,위층은 밤마다 시끄러워,맥 바넷,01,02,01," / "
336,유관순,유은실,09,01,02," / "
337,유관순 이야기,장종현,09,04,06,학년필독서 / 독립운동가인 유관순의 인생을 그린 책이다.
338,윤동주,정지원,09,01,05,"국어5-1 가 ~r~n제목 수록 ~r~n독서 단원 /  절망의 시대, 부끄러움을 노래한 시인 윤동주가 걸었던 삶의 자취를 따라 그의 시를 감상할 수 있게 한 책이다."
339,으르렁 소아과,염혜원,01,02,01," / "
340,"으악, 도깨비다!",손정원,03,01,02," / "
341,은혜 갚은 두꺼비,한진아,03,01,01," / "
342,의병장 윤희순,정종숙,09,01,06,국어6-2 가~r~n일부 수록~r~n1단원 / 을미의병부터 정미의병까지 의병운동에 참여했던 우리나라 최초의 여성의병 지도자 윤희순의 일생을 그린 책이다.
343,의좋은 형제,이현주,03,01,02," / "
344,이가 아파서 치과에 가요,한규호,01,01,01," / "
345,이게 정말 나일까?,요시타케 신스케,05,02,02," / "
346,이럴땐 어떻게 말해요?,강승임,01,02,02," / "
347,이모의 꿈꾸는 집,정옥,01,01,06,국어6-2 가~r~n일부 수록~r~n1단원 / 모범생인 진진이가 특목고 진학을 위한 캠프 대신 엉뚱한 캠프에 초대되어 진정한 꿈을 찾아가는 과정을 그렸다.
348,이솝 이야기,이솝,02,01,01," / "
349,이야기할아버지의 이상한 밤,임혜령,01,01,03,국어3-2 나~r~n일부 수록~r~n8단원 / 이야기 할아버지가 경험한 일과 지은 시들을 아이들에게 알려준다.
350,이원수 선생님이 들려주는 김구,이원수,09,04,04,학년필독서 /  어린 시절에는 개구쟁이였지만 나라의 어려운 상황에 큰 지도자가 된 김구의 삶과 업적이 담긴 이야기이다.
351,이원수 선생님이 들려주는 해상왕 장보고,이원수,09,04,04,학년필독서 /  평범한 신분으로 어촌에서 태어났지만 꿈꾸던 당나라의 장수에 올랐던 장보고는 신라의 앞바다를 지킨 영웅이었음을 알려주는 책이다.
352,인어공주,안데르센,02,01,01," / "
353,일곱 빛깔 독도 이야기,황선미,18,04,05,"학년필독서 /  독도 주민인 할아버지를 둔  환이를 통해 독도의 역사와 아픔, 독도를 지키는 사람들, 독도의 아름다움을 알려준다."
354,일기 감추는 날,황선미,01,04,03,"학년필독서 / 동민이는 등교길에 같은 반 친구 경수가 울타리를 몰래 넘다가 고꾸라지는 장면을 목격한다. 그런데 누군가가 경수 얘기를 일기에 썼는지, 선생님한테 꾸중을 들은 경수는 그때부터 동민이를 의심하며 사사건건 트집을 잡기 시작한다. 그리고 계속해서 동민이에게 일기 쓰기 힘든 일이 생긴다."
355,"자동 물시계, 자격루",김명희,19,02,02," / "
356,자유가 뭐예요?,오스카 브르니피에,21,01,04,국어활동 4-2 / 자유가 무엇인지와  '자유' 역시 소중하며 존중해야 한다는 것을 알려주는 이야기이다.
357,자유나라 평등나라,오가와 히토시,01,04,06,학년필독서 / 벨과 쿠가 두 나라의 좋은 점을 살리고 나쁜 점을 개선하여 자유와 평등이 조화를 이루는 ‘꿈의 나라’로 나아가기 위한 작은 혁명을 계획하는 이야기이다.
358,자유와 평등을 사랑한 대통령 링컨,김영자,09,02,02," / "
359,자전거 도둑,박완서,28,04,06,"학년필독서 / 전기 용품 도매상의 직원인 수남이가 실수로 다른 사람의 차를 흠집낸다. 두려움에 도망쳐나오지만 수남이는 죄책감을 느낀다. "
360,작은 집 이야기,버지니아 리 버튼,05,01,02," / "
361,잘못 뽑은 반장,이은재,01,01,05,국어5-1 나 ~r~n일부 수록 ~r~n9단원 /  반에서 ‘해로운’으로 불리던 로운이는 반장이 되어 복수를 꿈꿨지만 다양한 사건을 통해 친구들과 가까워지고 아이들도 화합하게 된다.
362,잠자는 숲 속의 공주,샤를 페로,02,03,01," / "
363,장애인에게 희망을 준 감동의 인간 승리 헬렌 켈러,이상교,09,04,04,학년필독서 /  장애를 딛고 희망의 본보기가 된 헬렌 켈러의 일생을 보여준다.
364,장화 신은 고양이,샤를 페로,02,03,01," / "
365,재주 많은 오 형제,김향금,03,03,01," / "
366,재치와 우정으로 나라를 지킨 충신 오성과 한음,김희숙,09,01,03,국어3-1 나~r~n일부 수록~r~n8단원 / 조선시대 충신인 오성과 한음의 우정이야기다.
367,잭과 콩나무,김이경,02,03,01," / "
368,저승에 있는 곳간,서정오,01,01,05,국어  6-1 가 / 우리 조상의 지혜와 삶의 교훈을 담은 옛이야기이다.
369,전기가 우리집에 오기까지,엠마뉘엘 피게라스,01,02,01," / "
370,젊어지는 샘물,김양순,03,01,02," / "
371,젓가락 달인,유타루,01,01,04,"국어4-2 가~r~n일부 수록~r~n4단원 /  우봉이는 젓가락질 연습으로 할아버지와 가까워지면서 꾀보다는 연습이, 1등보다는 달인이 중요하다는 것을 깨닫게 된다."
372,정약용,김은미,09,02,03," / "
373,정약용의 편지,이원준,09,01,06,국어 6-1 나 / 정약용이 18년간의 외롭고 고달픈 유배 생활 속에서도 두 아들을 위해 보낸 편지를 읽기 쉽게 만들었다.
374,제인구달,이사벨 산체스 베가라,09,01,01," / "
375,조선왕실의 보물 의궤,유지현,11,01,06,국어6-1 나~r~n일부 수록~r~n6단원 / 조선왕실의 공식 행사보고서인 의궤를 통해 정조대왕의 일화를 알아본다.
376,조선의 의학을 우뚝 세운 허준,박상률,01,01,05,국어5-2 나 ~r~n일부 수록 ~r~n5단원 /  어려운 상황 속에서도 우리 땅의 약재료로 치료할 수 있는 방법을 연구하며 많은 생명을 살린 허준의 삶을 들려준다.
377,조지 할아버지의 6.25,이규희,01,04,04,학년필독서 /  재미교포 3세 영후는 6.25에 참전했던 조지 할아버지와 ‘리멤버7.27’행사에 참여한다. 거기서 당시 북한군인이었던 할아버지를 알게 되고 모두 같은 상처가 있음을 이해하게 되는 내용이다.
378,"존경합니다, 선생님",패트리샤 폴라코,01,01,05,국어 5-2 나 / 마음이 담긴 글쓰기를 통해 꿈에 한 발짝 더 가까워진 패트리샤와 깐깐한 켈러 선생님의 감동적인 이야기이다.
379,종이 봉지 공주,로버트 먼치,05,01,02," / "
380,주시경,이은정,09,02,03," / "
381,줄줄이 꿴 호랑이,한진아,03,03,01," / "
382,지각대장 존,존 버닝햄,05,03,01," / "
383,지구가 100명의 마을이라면,데이비드 j. 스미스,01,04,04,"학년필독서~r~n2014개정 ~r~n4학년 1학기 ~r~n국어활동(나) /  지구를 100명이 살고 있는  마을이라 상상하여 세계인이 겪고 있는 문제(인구, 자원, 연령, 노동, 언어, 종교)와 그 비율을 쉽게 이해하도록 한 그림책이다."
384,지구촌 아름다운 거래 탐구생활,한수정,15,01,06,"국어6-2 가~r~n일부 수록~r~n3단원 / 지구를 살리는 착한 소비인 공정무역을 알고 구체적인 사례를 소개하는 책이다. "
385,지붕이 들려주는 건축 이야기,남궁담,19,01,04,국어 4-1 가~r~n 일부 수록~r~n4단원 /  건물의 특징을 잘 나타내 주는 지붕을 중심으로 건축물을 살펴보며 지붕을 통해 세계 건축물들의 다양한 문화와 역사를 엿본다.
386,지우개 따먹기 법칙,유순희,01,04,04,학년필독서~r~n2014개정 ~r~n4학년 1학기~r~n국어(가) /  지저분하고 멍청하다는 평가를 받지만 지우개 따먹기 챔피언인 상보에게는 자신만의 법칙이 있으며 그것으로 친구를 이해하며 성장하는 이야기이다.
387,지켜라! 멸종 위기의 동식물,백은영,19,01,05,국어5-1 나 ~r~n일부 수록 ~r~n8단원 /  왈왈 탐정과 함께 위기에 처한 동식물의 소식을 추적하며  사라져가는 생명들의 이야기에 귀 기울이게 된다.
388,지킬 박사와 하이드,로버트 루이스 스티븐슨,02,04,06,"학년필독서 / 자비심이 많은 지킬박사는 선악을 분리할 수 있을 것이라는 생각에 분리를 시도하고 추악한 하이드로 변신하였다. 그리고 점차 악이 선을 이겨, 지킬박사로 되돌아갈 수 없게 된다. 마침내 하이드는 살인을 하고 체포되려는 순간 자살하여 모든 것을 유서로 고백한다."
389,지혜로운 아내,김성준,03,02,02," / "
390,진짜 대장 이순신,안선모,09,02,01," / "
391,진짜 투명 인간,레미쿠르종,01,01,03,"국어 3-2 가~r~n일부 수록~r~n4단원 / 에밀과 시각장애인 피아노 조율사 블링크의 우정이 담긴 이야기다. "
392,진짜가 된 가짜,"이경화, 유기훈",01,04,05,학년필독서 / 하루 만에 지어 쓴 일기로 상을 받게 된 주인공 나미의 복잡한 심리를 담은 이야기이다.
393,짜장 짬뽕 탕수육,김영주,01,04,03,학년필독서 / 짜장면 집 아들 종민이는 전학을 와서 친구들과 쉽게 어울리지 못한다. 종민이네 반에서는 편을 가르는 놀이가 있는데 종민이가 지혜를 발휘해 모두 친하게 지낸다.
394,찰리와 거대한 유리 엘리베이터,로알드 달,01,04,05,"학년필독서 /  찰리와 가족이 탄 유리 엘리베이터가 지구궤도 속으로 들어가자 미국 백악관은 이를 외계인으로 오해한다. 이후 진짜 외계인이 등장하는 등 흥미진진한 이야기가 펼쳐진다. "
395,책 먹는 여우,프란치스카 비어만,05,02,02," / "
396,책과 노니는집,이영서,01,04,06,학년필독서 / 부모를 잃은 장이는 책방 주인 집에 머물며 심부름을 하고 여러 사람을 만나면서 천주학에 대해 알아간다.
397,책상은 책상이다,페터 빅셀,01,04,06,학년필독서 / 기존의 언어 체계에 답답함을 느껴 모든 사물의 이름을 바꿔 부르다 결국 의사소통을 할 수 없게 된 노인의 이야기다.
398,책이 꼼지락꼼지락,감성범,01,01,01," / "
399,천재 과학자 장영실,이규희,09,01,06,국어6-1 나~r~n제목 수록~r~n연극 단원 / 눈부신 업적을 남긴 조선의 천재 과학자 장영실의 일생을 다룬 책이다.
400,초록 고양이,위기철,01,01,04,국어4-1 가~r~n일부 수록~r~n5단원 ~r~n /  장난기 많은 초록고양이가 꽃담이네 욕실에 나타난 이후 집안에서 벌어지는 세 가지의 이야기를 담고 있는 상상 동화이다.
401,초희의 글방 동무,장성자,09,01,04,국어활동4-2~r~n일부 수록~r~n6단원~r~n /  글공부에 대한 마음을 지켜 빼어나고 아름다운 한시를 많이 남긴 허난설헌의 어린 시절 이야기이다.
402,"총을 든 여성 독립운동가, 남자현",김재복,01,01,05,국어5-2 가 ~r~n일부 수록 ~r~n1단원 /  일본에 대항하기 위해 의병이 된 남편을 따라 마흔이 넘어 무장 독립운동에 참여한 남자현의 삶에 대한 이야기이다.
403,춤추는 생쥐,조동호,03,01,02," / "
404,춤추는 소매 바람을 따라 휘날리니(홍길동전),윤수열,04,01,05,국어5-1 가 ~r~n제목 수록 ~r~n독서 단원 /  서자출신으로 호부호형도 못하고 억울한 죽음을 당할 위기도 겪지만 신비한 도술로 탐관오리를 혼내고 가난한 백성을 위로하는 영웅이 된 홍길동 이야기이다.
